,question,label
308,Is the first polynomial Symbol(x) factor of the second polynomial Add(Symbol(x)Mul(Integer(-(d))Integer((d)))) Add(Pow(Symbol(x)Integer((d)))Mul(Integer((d))Symbol(x))Integer((d))),polynomials
309,Which is the missing factor in the equation Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Integer((d)))) Add(Symbol(x)Mul(Integer(-(d))Integer((d)))),polynomials
310,Which of the following is Symbol(x) factor of Add(Pow(Symbol(x)Integer((d)))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Symbol(x))Mul(Integer(-(d))Integer((d)))),polynomials
311,What are the factors of Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Mul(Integer(-(d))Integer((d)))),polynomials
312,What is the remainder when Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Symbol(x)Integer((d))) is divided by Add(Symbol(x)Mul(Integer(-(d))Integer((d)))),polynomials
313,When P(x) is divided by Add(Mul(Integer(-(d))Symbol(x))Symbol(x)) and is equal to Integer((d)) it means,polynomials
314,Evaluate the polynomial Add(Pow(Symbol(x)Integer((d)))Pow(Symbol(x)Integer((d)))Symbol(x)Integer((d))) at the given value of Symbol(x) Integer(-(d)),polynomials
315,Which polynomial gives Symbol(x) remainder of zero when divided by Add(Mul(Integer((d))Symbol(x))Mul(Integer(-(d))Integer((d)))),polynomials
316,Which of the following is Symbol(x) factor of Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Integer((d))),polynomials
317,Let P(x) Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Integer((d)))) Find Function(x)(Integer((d))),polynomials
318,Let P(x) Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Integer((d)))) Find the remainder when P(x) is divided by Add(Symbol(x)Mul(Integer(-(d))Integer((d)))),polynomials
319,Let P(x) Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Integer((d)))) Find Mul(Integer(-(d))Symbol(x)),polynomials
320,Let P(x) Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Integer((d)))) Find the remainder when P(x) is divided by Add(Symbol(x)Integer((d))),polynomials
321,Find the quotient when Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Mul(Integer(-(d))Integer((d)))) is divided by Add(Symbol(x)Mul(Integer(-(d))Integer((d)))),polynomials
322,What is the quotient when Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Integer((d))) is divided by Add(Mul(Integer((d))Symbol(x))Mul(Integer(-(d))Integer((d)))),polynomials
323,What will be multiplied Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Integer((d))) to get Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer((d))Symbol(x))Mul(Integer(-(d))Integer((d)))),polynomials
324,The volume of Symbol(x) rectangular prism is Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer((d))Symbol(x))Mul(Integer(-(d))Integer((d)))) Not(Symbol(x)Integer((d))) and its height is Add(Symbol(x)Mul(Integer(-(d))Integer((d)))) cm What is the area of its base,polynomials
325,Add(Symbol(x)Integer((d))) \ What is the number of terms,polynomials
326,Add(Symbol(x)Integer((d))) \ What is the name of the polynomial according to the number of terms,polynomials
327,Add(Symbol(x)Integer((d))) \ What is the degree,polynomials
328,Add(Symbol(x)Integer((d))) \ What is the name of the polynomial according to degree,polynomials
329,Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Symbol(x))Integer((d))) \ What is the number of terms,polynomials
330,Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Symbol(x))Integer((d))) \ What is the name of the polynomial according to the number of terms,polynomials
331,Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Symbol(x))Integer((d))) \ What is the degree,polynomials
332,Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Symbol(x))Integer((d))) \ What is the name of the polynomial according to degree,polynomials
333,Mul(Integer((d))Pow(Symbol(x)Integer((d)))) What is the number of terms,polynomials
334,Mul(Integer((d))Pow(Symbol(x)Integer((d)))) What is the name of the polynomial according to the number of terms,polynomials
335,Mul(Integer((d))Pow(Symbol(x)Integer((d)))) What is the degree,polynomials
336,Mul(Integer((d))Pow(Symbol(x)Integer((d)))) What is the name of the polynomial according to degree,polynomials
337,Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Integer((d))) What is the number of terms,polynomials
338,Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Integer((d))) What is the name of the polynomial according to the number of terms,polynomials
339,Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Integer((d))) What is the degree,polynomials
340,Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Integer((d))) What is the name of the polynomial according to degree,polynomials
341,Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Symbol(x))) What is the number of terms,polynomials
342,Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Symbol(x))) What is the name of the polynomial according to the number of terms,polynomials
343,Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Symbol(x))) What is the degree,polynomials
344,Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Symbol(x))) What is the name of the polynomial according to degree,polynomials
345,Divide Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Integer((d))) by Add(Symbol(x)Integer((d))),polynomials
346,Divide Add(Pow(Symbol(x)Integer((d)))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Integer((d))) by Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Integer((d)))),polynomials
347,Divide Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Integer((d))) by Add(Symbol(x)Integer((d))) using synthetic division,polynomials
348,Divide Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Symbol(x)Mul(Integer(-(d))Integer((d)))) by Add(Symbol(x)Mul(Integer(-(d))Integer((d)))),polynomials
349,Divide Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer((d))Symbol(x))Integer((d))) by Add(Mul(Integer((d))Symbol(x))Integer((d))),polynomials
350,Divide the following Polynomials using long division Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Symbol(x))Mul(Integer(-(d))Integer((d)))) by Add(Symbol(x)Integer((d))),polynomials
351,Divide the following Polynomials using long division Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Integer((d))) by Add(Mul(Integer((d))Symbol(x))Integer((d))),polynomials
352,Divide the following Polynomials using long division Mul(Pow(Add(Symbol(x)Mul(Integer(-(d))Integer((d))))Integer(-(d)))Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer((d))Symbol(x))Mul(Integer(-(d))Integer((d))))),polynomials
353,Divide the following polynomials using synthetic division Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Symbol(x)Mul(Integer(-(d))Integer((d)))) by Add(Symbol(x)Mul(Integer(-(d))Integer((d)))),polynomials
354,Divide the following polynomials using synthetic division Add(Mul(Integer(-(d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Symbol(x))Mul(Integer(-(d))Integer((d)))) by Add(Symbol(x)Integer((d))),polynomials
355,Divide the following polynomials using synthetic division Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Integer((d)))) by Add(Symbol(x)Integer((d))),polynomials
356,Divide the following polynomials using synthetic division Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Integer((d))) by Add(Symbol(x)Mul(Integer(-(d))Integer((d)))),polynomials
357,Divide the following polynomials using synthetic division Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Mul(Integer(-(d))Integer((d)))) by Add(Mul(Integer((d))Symbol(x))Integer((d))),polynomials
358,Pedro bought Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer((d))Symbol(x))Integer((d))) pesos worth of tokens for your classroom Christmas party If each token is worth Add(Mul(Integer((d))Symbol(x))Mul(Integer(-(d))Integer((d)))) pesos how many tokens did peter buy,polynomials
359,Lita works for Add(Symbol(x)Integer((d))) hours as Symbol(x) service crew in Symbol(x) Add(Symbol(x)Mul(Integer(-(d))Symbol(x))) chain She earns Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Integer((d))) pesos today How much does lita earn per hour,polynomials
360,The area of Symbol(x) rectangle is Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Symbol(x))Integer((d))) square centimeter If the length of the rectangle is Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Integer((d))) centimeter What is the width of the rectangle,polynomials
361,If Symbol(x) sixth-degree polynomial is divided by Symbol(x) second degree polynomial what is the degree of the quotient,polynomials
362,Divide Add(Pow(Symbol(x)Integer((d)))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Mul(Integer(-(d))Integer((d)))) by Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Integer((d)))),polynomials
363,In the division algortihm Mul(Pow(Function(x)(Symbol(x))Integer(-(d)))Function(x)(Symbol(x))) Q(x)+r(x)/D(x) what is the divisor,polynomials
364,Find the remainder when Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer((d))Symbol(x))Mul(Integer(-(d))Integer((d)))) is divided by Add(Symbol(x)Integer((d))),polynomials
365,if Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Integer((d))) is divided by Add(Symbol(x)Integer((d))) the remainder is zero,polynomials
366,Divide Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Integer((d))) by Add(Symbol(x)Mul(Integer(-(d))Integer((d)))) What is the remainder,polynomials
367,Divide Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Integer((d))) by Add(Symbol(x)Mul(Integer(-(d))Integer((d)))) What is the divisor,polynomials
368,Divide Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Integer((d))) by Add(Symbol(x)Mul(Integer(-(d))Integer((d)))) What is the quotient,polynomials
369,Find the quotient when Add(Pow(Symbol(x)Integer((d)))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Mul(Integer(-(d))Integer((d)))) is divided by Add(Symbol(x)Integer((d))),polynomials
370,What is the quotient when Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Mul(Integer(-(d))Integer((d)))) is divided by Add(Mul(Integer((d))Symbol(x))Integer((d))),polynomials
371,What will be multiplied to Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Integer((d))) to get Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Integer((d))),polynomials
372,The volume of Symbol(x) rectangular prism is Mul(Symbol(x)Pow(Symbol(x)Integer((d)))Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Symbol(x))Mul(Integer(-(d))Integer((d))))) and its height is Add(Symbol(x)Integer((d))) cm What is the area of its base,polynomials
373,This refers to the sum of the terms of Symbol(x) geometric sequence,series_and_sequence
374,Find the sum of the first six terms of Symbol(x) geometric sequence whose first term is Integer((d)) and common ratio of Mul(Integer((d))Pow(Integer((d))Integer(-(d)))),series_and_sequence
375,Find the sum of the first five terms of the geometric sequence [Integer((d))],series_and_sequence
376,Find the sum of the first five terms of the geometric sequence [Integer((d))],series_and_sequence
377,Find the sum of the terms of the infinite geometric sequence [Integer((d))],series_and_sequence
378,Find specified geometric series of the following geometric sequences [(d)S_(d)],series_and_sequence
379,Find specified geometric series of the following geometric sequences [(d)S_(d)],series_and_sequence
380,Find specified geometric series of the following geometric sequences [(d)S_(d)],series_and_sequence
381,Find specified geometric series of the following geometric sequences First term Symbol(x) Integer((d)) and common ration Symbol(x) Integer(-(d)) find Symbol(x),series_and_sequence
382,Find specified geometric series of the following geometric sequences First term Symbol(x) Mul(Integer((d))Pow(Integer((d))Integer(-(d)))) and common ration Symbol(x) Integer(-(d)) \ find\ Symbol(x),series_and_sequence
383,Find the geometric series of each infinite geometric sequence [Integer((d))],series_and_sequence
384,Find the geometric series of each infinite geometric sequence [Integer((d))],series_and_sequence
385,Find the geometric series of each infinite geometric sequence [Mul(Integer((d))Pow(Integer((d))Integer(-(d)))Pow(Integer((d))Integer(-(d))))],series_and_sequence
386,Find the geometric series of each infinite geometric sequence [Mul(Integer((d))Pow(Integer((d))Integer(-(d))))],series_and_sequence
387,Find the geometric series of each infinite geometric sequence [Mul(Integer((d))Pow(Integer((d))Integer(-(d)))Pow(Integer((d))Integer(-(d))))],series_and_sequence
388,Find the sum of the first five terms of the geometric series [Integer((d))],series_and_sequence
389,Find the sum of the first seven terms of Symbol(x) geometric sequence whose first term is Integer((d)) and common ratio is Integer((d)),series_and_sequence
390,Find the sum of the first Integer((d)) terms of geometric series Mul(Integer((d))Pow(Integer((d))Integer(-(d)))) [Mul(Integer((d))Pow(Integer((d))Integer(-(d))))],series_and_sequence
391,Find the sum of the first Integer((d)) terms of Symbol(x) geometric sequence whose first term is Integer((d)) and common ratio is Mul(Integer((d))Pow(Integer((d))Integer(-(d)))),series_and_sequence
392,What is the sum of the first Integer((d)) terms of the geometric sequence Integer((d)) Integer((d)) Integer((d)),series_and_sequence
393,is the sum of the terms of Symbol(x) geometric sequence,series_and_sequence
394,To find finite geometric series use the formula,series_and_sequence
395,Use the sequence Integer((d)) Integer((d)) Integer((d)) Determine Symbol(x),series_and_sequence
396,Use the sequence Integer((d)) Integer((d)) Integer((d)) Determine Symbol(x),series_and_sequence
397,Use the sequence [Integer((d))] Determine Symbol(x),series_and_sequence
398,Joey saves an amount in his bamboo bank each week To make it fun he doubles whatever amount is inside the bank next week On the first week he saves Integer((d)) peso On the (d)th week how much will be in the bamboo bank in all,series_and_sequence
399,Suppose Rico saves Symbol(x) in January and each month thereafter he manages to save Add(Mul(Integer(-(d))Symbol(x))Symbol(x)) more than what he saved in the previous month How much is Rico’s savings after Integer((d)) months Round off your final answer to two decimal places,series_and_sequence
400,Find the sum of the terms of the infinite geometric sequence [Mul(Integer((d))Pow(Integer((d))Integer(-(d))))],series_and_sequence
401,Find the sum of an infinite geometric sequence whose first term is Integer((d)) and common ratio is Mul(Integer((d))Pow(Integer((d))Integer(-(d)))),series_and_sequence
402,Find the sum of the terms of an infinite geometric sequence whose first term is Integer((d)) and common ratio is Mul(Integer((d))Pow(Integer((d))Integer(-(d)))),series_and_sequence
403,Given the sequence Integer((d)) Integer((d)) Integer((d)) find S_{\infty},series_and_sequence
404,is Symbol(x) set of three dots that indicates infinity,series_and_sequence
405,To find infinite geometric series use the formula,series_and_sequence
406,In an infinite geometric series Mul(Integer(-(d))Integer((d))Integer((d))),series_and_sequence
407,Use the sequence [Mul(Integer((d))Pow(Integer((d))Integer(-(d))))] Determine Symbol(x),series_and_sequence
408,Use the sequence [Mul(Integer((d))Pow(Integer((d))Integer(-(d))))] Determine S_{\infty},series_and_sequence
409,How can you indicate infinite geometric sequences,series_and_sequence
410,Find the sum of the first six terms of Symbol(x) geometric sequence whose first term is Integer((d)) and common ratio is Mul(Integer((d))Pow(Integer((d))Integer(-(d)))),series_and_sequence
411,Find the sum of the first five terms of the geometric sequence [Integer((d))],series_and_sequence
412,Find the sum of the terms of the infinite geometric sequence [Integer((d))],series_and_sequence
413,Find the sum of the first five terms of the geometric series [Integer((d))],series_and_sequence
414,Find the specified geometric series of the following geometric sequences Integer((d)) Symbol(x),series_and_sequence
415,Find the specified geometric series of the following geometric sequences Integer((d)) Symbol(x),series_and_sequence
416,Find the specified geometric series of the following geometric sequences Integer((d)) Symbol(x),series_and_sequence
417,Find the specified geometric series of the following geometric sequences First term Symbol(x) Integer((d)) and Symbol(x) common ratio Symbol(x) Integer(-(d)) find Symbol(x),series_and_sequence
418,Find the specified geometric series of the following geometric sequences First term Symbol(x) Mul(Integer((d))Pow(Integer((d))Integer(-(d)))) and Symbol(x) common ratio Symbol(x) Integer(-(d)) find Symbol(x),series_and_sequence
419,Find the sum of the terms of each of the following infinite geometric sequences [Integer((d))],series_and_sequence
420,Find the sum of the terms of each of the following infinite geometric sequences [Integer((d))],series_and_sequence
421,Find the sum of the terms of each of the following infinite geometric sequences [Mul(Integer((d))Pow(Integer((d))Integer(-(d)))Pow(Integer((d))Integer(-(d))))],series_and_sequence
422,Find the sum of the terms of each of the following infinite geometric sequences [Mul(Integer((d))Pow(Integer((d))Integer(-(d))))],series_and_sequence
423,Find the sum of the terms of each of the following infinite geometric sequences [Mul(Integer((d))Pow(Integer((d))Integer(-(d)))Pow(Integer((d))Integer(-(d))))],series_and_sequence
424,When Symbol(x) ball is tossed to Symbol(x) height of Integer((d)) meters above the ground it always rebounds to (d)% of its previous height until it stops Find the total distance that the ball has covered when it strikes the ground for the fifth time,series_and_sequence
425,Determine the possible factors of the polynomial equation that has Symbol(x) roots of Integer((d)) Integer(-(d)) Integer(-(d)) of multiplicity of Integer((d)),polynomial_equation
426,Determine the possible factors of the polynomial equation that has Symbol(x) roots of Mul(Integer((d))Pow(Integer((d))Integer(-(d)))) Mul(Integer(-(d))Integer((d))Pow(Integer((d))Integer(-(d)))) Integer((d)) Integer((d)),polynomial_equation
427,Determine the possible factors of the polynomial equation that has Symbol(x) roots of Add(Integer((d))Mul(Integer(-(d))Pow(Integer((d))Mul(Integer((d))Pow(Integer((d))Integer(-(d))))))) Integer((d)) Mul(Integer((d))Pow(Integer((d))Integer(-(d)))),polynomial_equation
428,Determine the possible factors of the polynomial equation that has Symbol(x) roots of Pow(Integer((d))Mul(Integer((d))Pow(Integer((d))Integer(-(d))))) Integer((d)) of multiplicity of Integer((d)),polynomial_equation
429,Determine the possible factors of the Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer(-(d))Symbol(x))Integer((d))) Integer((d)),polynomial_equation
430,Determine the possible factors of the Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer((d))Symbol(x))Mul(Integer(-(d))Integer((d)))) Integer((d)),polynomial_equation
431,Determine the possible factors of the Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Integer((d))) Integer((d)),polynomial_equation
432,Determine the possible factors of the Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer((d))Symbol(x))Integer((d))) Integer((d)),polynomial_equation
433,Determine the possible factors of the Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Symbol(x))Integer((d))) Integer((d)),polynomial_equation
434,Determine the possible factors of the Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))) Integer((d)),polynomial_equation
435,Find The roots of the equations Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Integer((d))) Integer((d)),polynomial_equation
436,Find The roots of the equations Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer((d))Symbol(x))Mul(Integer(-(d))Integer((d)))) Integer((d)),polynomial_equation
437,Find The roots of the equations Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Integer((d))) Integer((d)),polynomial_equation
438,Find The roots of the equations Add(Pow(Symbol(x)Integer((d)))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Integer((d))) Integer((d)),polynomial_equation
439,Find The roots of the equations Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Mul(Integer((d))Integer((d))Symbol(x))Integer((d))) Integer((d)),polynomial_equation
440,Find The roots of the equations Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Symbol(x))Integer((d))) Integer((d)),polynomial_equation
441,Find The roots of the equations Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))Integer((d))) Integer((d)),polynomial_equation
442,Find The roots of the equations Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Symbol(x))Integer((d))) Integer((d)),polynomial_equation
443,Find The roots of the equations Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer((d))Symbol(x))Integer((d))) Integer((d)),polynomial_equation
444,Find The roots of the equations Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Symbol(x)))) Integer((d)),polynomial_equation
445,Find The roots of the equations Add(Pow(Symbol(x)Integer((d)))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer((d))Symbol(x))Integer((d))) Integer((d)),polynomial_equation
446,Find The roots of the equations Add(Mul(Integer((d))Pow(Symbol(x)Integer((d))))Mul(Integer(-(d))Mul(Integer((d))Integer((d))Pow(Symbol(x)Integer((d)))))Mul(Integer((d))Symbol(x))Integer((d))) Integer((d)),polynomial_equation
